"","cik","entityName","sic","n","mean_y","sd_y","se_y","y_lo","y_hi","sic_num","x","sic_division"
"160","0000849401","ADM TRONICS UNLIMITED, INC.",3845,45,15903.3111111111,180587.265724135,26920.3601353322,-36860.59475414,68667.2169763622,3845,3845.60388986768,"Manufacturing"
"161","0000854775","DIGI INTERNATIONAL INC.",3576,54,2513555.55555556,2510591.74161825,341648.262189448,1843924.96166424,3183186.14944687,3576,3575.80987944265,"Manufacturing"
"162","0000857005","PTC Inc.",7372,47,29009106.3829787,33208471.2714104,4843953.37966235,19514957.7588405,38503255.0071169,7372,7371.46312109338,"Services"
"163","0000858877","CISCO SYSTEMS, INC.",3576,58,2212413793.10345,1581202940.18574,207622117.703095,1805474442.40538,2619353143.80151,3576,3574.41257999541,"Manufacturing"
"164","0000859070","FIRST COMMUNITY BANKSHARES INC /VA/",6022,43,8913232.55813954,3182319.31621315,485299.146064337,7962046.23185344,9864418.88442564,6022,6021.46385149455,"Finance/Insurance/Real Estate"
"165","0000862668","Escalon Medical Corp.",3845,45,-160568.466666667,913041.856954135,136108.243896806,-427340.624704405,106203.691371072,3845,3843.95940441943,"Manufacturing"
"166","0000863894","VERU INC.",2834,49,-3336532.26530613,9044024.67391846,1292003.52484549,-5868859.1740033,-804205.356608958,2834,2833.70816923439,"Manufacturing"
"167","0000866273","MATRIX SERVICE CO",1700,51,258058.823529411,9693310.99761431,1357335.0338249,-2402317.84276739,2918435.48982622,1700,1701.0447074529,"Construction"
"168","0000866706","ESCO TECHNOLOGIES INC.",3669,43,13990697.6744186,17710102.0224198,2700765.23886359,8697197.80624597,19284197.5425912,3669,3668.92852709702,"Manufacturing"
"169","0000866787","AUTOZONE INC",5531,45,356629555.555556,152013550.918474,22660842.2236555,312214304.797191,401044806.31392,5531,5531.06660568168,"Retail Trade"
"170","0000867840","PRECISION OPTICS CORPORATION, INC.",3845,44,-255511.522727273,467672.629824638,70504.3017203226,-393699.954099105,-117323.09135544,3845,3845.08193164213,"Manufacturing"
"171","0000868671","GLACIER BANCORP, INC.",6022,62,38166516.1290323,23154125.4814603,2940576.87672381,32402985.4506536,43930046.8074109,6022,6021.78551575334,"Finance/Insurance/Real Estate"
"172","0000868857","AECOM",8711,60,30907216.6666667,100749959.671118,13006763.864577,5413959.49209579,56400473.8412375,8711,8710.73252018864,"Services"
"173","0000874015","IONIS PHARMACEUTICALS, INC.",2834,48,-23560437.5,77462778.6883718,11180789.031977,-45474784.0026749,-1646090.99732514,2834,2833.20984399626,"Manufacturing"
"174","0000874866","CORVEL CORPORATION",6411,45,10035644.4444444,4812486.79882749,717403.174866575,8629534.22170595,11441754.6671829,6411,6409.45194325326,"Finance/Insurance/Real Estate"
"175","0000875582","NORTHERN TECHNOLOGIES INTERNATIONAL CORPORATION",3470,34,983014.970588235,836230.693851791,143412.380848321,701926.704125527,1264103.23705094,3470,3470.38471141058,"Manufacturing"
"176","0000879407","Arrowhead Pharmaceuticals, Inc.",2834,39,-15260681.6923077,35837532.6863268,5738597.94599097,-26508333.66645,-4013029.71816538,2834,2833.42364664905,"Manufacturing"
"177","0000879526","WABASH NATIONAL CORPORATION",3715,60,9061733.33333333,54796656.2730551,7074217.90577981,-4803733.7619951,22927200.4286618,3715,3715.74311611144,"Manufacturing"
"178","0000880117","SANFILIPPO JOHN B & SON INC",2060,55,9412600,5275887.51740371,711400.527721024,8018254.96566679,10806945.0343332,2060,2059.72674935147,"Manufacturing"
"179","0000880641","EAGLE FINANCIAL SERVICES, INC.",6022,58,2206258.62068966,958293.522779724,125830.104108783,1959631.61663644,2452885.62474287,6022,6022.57377351153,"Finance/Insurance/Real Estate"
"180","0000882835","ROPER TECHNOLOGIES, INC.",3823,66,264013000,331680112.585049,40826999.5862866,183992080.810878,344033919.189122,3823,3821.94729182531,"Manufacturing"
"181","0000885275","WILSON BANK HOLDING CO",6021,39,7951153.84615385,3918837.51250198,627516.215939062,6721222.06291328,9181085.62939441,6021,6022.42904638115,"Finance/Insurance/Real Estate"
"182","0000886128","FUELCELL ENERGY, INC.",3620,36,-18331388.8888889,10831060.4500675,1805176.74167791,-21869535.3025776,-14793242.4752002,3620,3620.16550568951,"Manufacturing"
"183","0000887343","COLUMBIA BANKING SYSTEM, INC.",6022,59,42102169.4915254,38535985.7576734,5016958.01936404,32268931.7735719,51935407.2094789,6022,6021.72298658442,"Finance/Insurance/Real Estate"
"184","0000889971","LIGHTPATH TECHNOLOGIES, INC.",3674,38,-323806.157894737,918570.877934482,149011.873227864,-615869.42942135,-31742.8863681237,3674,3672.58873913241,"Manufacturing"
"185","0000890066","GLEN BURNIE BANCORP",6022,60,361691.85,275002.492422469,35502.6691105918,292106.61854324,431277.08145676,6022,6021.58517442384,"Finance/Insurance/Real Estate"
"186","0000891024","PATTERSON COMPANIES, INC.",5047,59,30373050.8474576,87008395.6910984,11327528.2812127,8171095.41628071,52575006.2786345,5047,5045.17433642801,"Wholesale Trade"
"187","0000891166","UNIVERSAL INSURANCE HOLDINGS, INC.",6331,48,15653437.5,23633433.855097,3411192.34952887,8967500.49492342,22339374.5050766,6331,6332.87227582904,"Finance/Insurance/Real Estate"
"188","0000896156","Ethan Allen Interiors Inc.",2511,44,12096931.8181818,8150905.42665739,1228795.22735883,9688493.17255851,14505370.4638051,2511,2510.09500052234,"Manufacturing"
"189","0000896429","Cantaloupe, Inc.",3578,38,-926911.289473685,6188921.16256799,1003975.58625803,-2894703.43853942,1040880.85959205,3578,3577.38006088194,"Manufacturing"
"190","0000896878","INTUIT INC.",7372,40,386200000,626914879.921243,99123945.9801044,191917065.878995,580482934.121005,7372,7372.10950076424,"Services"
"191","0000900075","COPART, INC.",5500,43,153604325.581395,113678310.212199,17335779.7851867,119626197.202429,187582453.960361,5500,5500.84730692465,"Retail Trade"
"192","0000909832","COSTCO WHOLESALE CORP /NEW",5331,45,760155555.555556,419675954.839811,62561597.5695966,637534824.319146,882776286.791965,5331,5331.16077071838,"Retail Trade"
"193","0000910521","DECKERS OUTDOOR CORP",3021,40,97398200,111800115.52909,17677150.3870943,62750985.2412951,132045414.758705,3021,3020.7371666959,"Manufacturing"
"194","0000911216","PALATIN TECHNOLOGIES, INC.",2834,44,-1984675.81818182,9137934.50575723,1377595.4597472,-4684762.91928633,715411.282922698,2834,2833.82997417218,"Manufacturing"
"195","0000912603","RADIUS RECYCLING, INC.",5090,36,-14093194.4444444,69341570.0179994,11556928.3363332,-36744773.9836576,8558385.09476869,5090,5091.14230316803,"Wholesale Trade"
"196","0000912728","FORWARD AIR CORPORATION",4731,43,3330720.93023256,103965157.821612,15854537.9321994,-27744173.4168783,34405615.2773434,4731,4730.46078442763,"Transportation/Public Utilities"
"197","0000912767","UFP INDUSTRIES, INC.",2421,48,65293916.6666667,55450409.5281899,8003577.21694385,49606905.3214567,80980928.0118766,2421,2422.05028647697,"Manufacturing"
"198","0000913778","BF GARDEN TAX CREDIT FUND IV L.P.",6513,45,1086827.75555556,2586860.95775727,385626.463325698,330999.887437187,1842655.62367392,6513,6514.07564468744,"Finance/Insurance/Real Estate"
"199","0000915358","SIGMATRON INTERNATIONAL, INC.",3672,57,-234364.385964913,3754266.01540773,497264.681443719,-1209003.1615946,740274.389664776,3672,3672.55025548129,"Manufacturing"
"200","0000915779","Daktronics, Inc.",3990,51,2385333.33333333,7314886.74052214,1024289.02196737,377726.850277283,4392939.81638938,3990,3990.21924177973,"Manufacturing"
"201","0000915840","BEAZER HOMES USA, INC.",1531,44,-2410750,36497962.7536744,5502274.91210475,-13195208.8277253,8373708.82772531,1531,1530.66338703439,"Construction"
"202","0000918646","EAGLE MATERIALS INC",3241,53,45032264.1509434,52923770.2019652,7269638.92123277,30783771.8653272,59280756.4365596,3241,3241.80148967457,"Manufacturing"
"203","0000918965","ScanSource, Inc.",5045,47,15128723.4042553,8157616.53357083,1189910.66631239,12796498.498283,17460948.3102276,5045,5044.66352070633,"Wholesale Trade"
"204","0000920427","Unity Bancorp, Inc.",6022,48,5669395.83333333,3300789.8393243,476427.975568066,4735597.00121992,6603194.66544674,6022,6022.4590711581,"Finance/Insurance/Real Estate"
"205","0000926282","ADTRAN Holdings, Inc.",3661,41,-13808439.0243903,55467501.4418573,8662568.36273653,-30787073.0153539,3170194.96657335,3661,3662.45222201576,"Manufacturing"
"206","0000927653","McKESSON CORPORATION",5122,56,325660714.285714,1067571794.93356,142660281.87231,46046561.8159875,605274866.755441,5122,5123.36449849613,"Wholesale Trade"
"207","0000928465","AMCON DISTRIBUTING CO",5141,43,1629633.65116279,1112611.67179,169671.689283343,1297077.14016744,1962190.16215814,5141,5140.41011331959,"Wholesale Trade"
"208","0000933034","STRATTEC SECURITY CORP",3714,46,1783391.30434783,4632961.52694418,683092.910323029,444529.200114689,3122253.40858096,3714,3712.97669117279,"Manufacturing"
"209","0000933974","Azenta, Inc.",3559,39,5314051.28205128,32606169.1361335,5221165.66642547,-4919433.42414263,15547535.9882452,3559,3558.56179711945,"Manufacturing"
"210","0000935419","RCI HOSPITALITY HOLDINGS, INC.",5812,60,3475850,4923967.27131518,635681.441302469,2229914.37504716,4721785.62495284,5812,5812.60804403608,"Retail Trade"
"211","0000935703","DOLLAR TREE, INC.",5331,62,82608064.5161291,646797030.341426,82143304.9967072,-78392813.277417,243608942.309675,5331,5331.18496994264,"Retail Trade"
"212","0000936395","Ciena Corp",3661,47,6968085.10638298,94168526.6213509,13735891.3349926,-19954261.9102025,33890432.1229685,3661,3662.01438645663,"Manufacturing"
"213","0000936528","WAFD, INC.",6021,35,46947171.4285714,11739553.0842024,1984346.64754499,43057851.9993832,50836490.8577596,6021,6023.00658741346,"Finance/Insurance/Real Estate"
"214","0000939930","Pyxus International, Inc.",5150,46,-10584869.5652174,39463270.0647682,5818541.73461842,-21989211.3650695,819472.23463471,5150,5148.78377376994,"Wholesale Trade"
"215","0000946581","TAKE-TWO INTERACTIVE SOFTWARE, INC.",7372,55,-7998309.09090911,157003210.647741,21170308.6049989,-49492113.956707,33495495.7748888,7372,7371.27572050445,"Services"
"216","0000946647","PREMIER FINANCIAL CORP.",6022,34,16526970.5882353,13656032.7294643,2341990.29176292,11936669.61638,21117271.5600906,6022,6023.33624302263,"Finance/Insurance/Real Estate"
"217","0000946673","BANNER CORPORATION",6022,60,24129683.3333333,19907438.0422619,2570039.20011121,19092406.5011154,29166960.1655513,6022,6021.48194658065,"Finance/Insurance/Real Estate"
"218","0000949961","Income Opportunity Realty Investors, Inc.",6798,45,986155.555555556,1022261.55156006,152389.754671513,687471.63639939,1284839.47471172,6798,6796.85631967359,"Finance/Insurance/Real Estate"
"219","0001000230","OPTICAL CABLE CORPORATION",3357,50,-344724.4,1081259.81682203,152913.229739876,-644434.330290156,-45014.4697098435,3357,3357.87001765364,"Manufacturing"
"220","0001002047","NetApp, Inc.",3572,53,163560377.358491,139938245.088026,19221996.2632811,125885264.68246,201235490.034522,3572,3571.92619163098,"Manufacturing"
"221","0001002590","STAR GROUP, L.P.",5990,58,9790672.41379311,34472906.2244173,4526514.34663597,918704.294386612,18662640.5331996,5990,5991.11424507173,"Retail Trade"
"222","0001003078","MSC INDUSTRIAL DIRECT CO., INC.",5084,53,63021867.9245283,15043583.9620926,2066395.17684249,58971733.377917,67072002.4711396,5084,5085.18261239536,"Wholesale Trade"
"223","0001005210","SUBURBAN PROPANE PARTNERS LP",5900,47,40501702.1276596,58389071.1885124,8516921.37248232,23808536.2375942,57194868.0177249,5900,5898.12311726904,"Retail Trade"
"224","0001005286","LIFECORE BIOMEDICAL, INC.",2834,37,-2813594.59459459,12045865.2944565,1980328.0556254,-6695037.58362038,1067848.3944312,2834,2833.03036865027,"Manufacturing"
"225","0001005731","IDT CORPORATION",4813,53,7198169.81132075,13553269.6292698,1861684.75962514,3549267.68245549,10847071.940186,4813,4813.55605399656,"Transportation/Public Utilities"
"226","0001006028","PURE Bioscience, Inc.",2890,44,-1691477.27272727,1648610.9514494,248537.452328568,-2178610.67929127,-1204343.86616328,2890,2888.53552428546,"Manufacturing"
"227","0001016178","CARVER BANCORP, INC.",6035,38,-809894.736842105,1802463.98606259,292398.269356092,-1382995.34478005,-236794.128904165,6035,6033.89593472094,"Finance/Insurance/Real Estate"
"228","0001017303","TRANSACT TECHNOLOGIES INC",3577,58,244586.206896552,1690900.3418659,222026.092211696,-190584.933838372,679757.347631476,3577,3578.18053749878,"Manufacturing"
"229","0001020859","UNITED NATURAL FOODS, INC.",5141,44,10355909.0909091,86609105.4184656,13056813.9136994,-15235446.1799418,35947264.36176,5141,5139.86228604848,"Wholesale Trade"
"230","0001022408","ePlus inc.",5045,47,17078085.106383,8010438.69728957,1168442.57247455,14787937.6643329,19368232.5484331,5045,5046.06602486377,"Wholesale Trade"
"231","0001023731","8x8, INC.",7374,36,-12722000,18863019.5325593,3143836.58875989,-18883919.7139694,-6560080.28603062,7374,7375.00711646917,"Services"
"232","0001024478","Rockwell Automation, Inc.",3829,42,222021428.571429,122026663.491171,18829122.9613846,185116347.567115,258926509.575742,3829,3828.38688916581,"Manufacturing"
"233","0001032220","Maximus, Inc.",7389,57,43223228.0701755,19597227.7412772,2595716.22520943,38135624.268765,48310831.8715859,7389,7389.13638346552,"Services"
"234","0001034054","SBA COMMUNICATIONS CORPORATION",6798,62,24376500,79431903.954443,10087861.8900812,4604290.69544085,44148709.3045591,6798,6798.48643396089,"Finance/Insurance/Real Estate"
"235","0001037038","Ralph Lauren Corporation",2320,48,147350000,88363275.8030071,12754140.2678358,122351885.075042,172348114.924958,2320,2318.56984819162,"Manufacturing"
"236","0001039280","NETSOL TECHNOLOGIES, INC.",7372,44,257701.159090909,1439733.59333957,217048.005780794,-167712.932239447,683115.250421265,7372,7372.79840757793,"Services"
"237","0001040130","PETMED EXPRESS, INC.",5912,37,4914378.37837838,3252002.87302859,534625.979040012,3866511.45945996,5962245.2972968,5912,5911.85658908041,"Retail Trade"
"238","0001040470","AEHR TEST SYSTEMS",3825,55,-207563.636363636,1976735.63458131,266542.978592182,-729987.874404312,314860.60167704,3825,3824.55230110083,"Manufacturing"
"239","0001046050","TIMBERLAND BANCORP, INC.",6036,57,3951684.21052631,2357195.86098985,312218.218982085,3339736.50132143,4563631.9197312,6036,6036.51782441584,"Finance/Insurance/Real Estate"
"240","0001046257","INGREDION INCORPORATED",2040,48,109604166.666667,62243427.264159,8984064.87156177,91995399.5184056,127212933.814928,2040,2040.21298743125,"Manufacturing"
"241","0001048911","FedEx Corporation",4513,61,577836065.57377,526539969.370097,67416534.8381098,445699657.291075,709972473.856466,4513,4512.00160184876,"Transportation/Public Utilities"
"242","0001049521","MERCURY SYSTEMS, INC.",3670,41,-474975.609756095,14846778.3095994,2318677.22053629,-5019582.96200723,4069631.74249504,3670,3669.72066327762,"Manufacturing"
"243","0001050743","PEAPACK-GLADSTONE FINANCIAL CORPORATION",6029,60,7785516.66666666,5219384.15255295,673819.59667655,6464830.25718063,9106203.0761527,6029,6029.20939573252,"Finance/Insurance/Real Estate"
"244","0001050825","STEELCASE INC",2522,43,22300000,22036452.4843551,3360527.49906652,15713366.1018296,28886633.8981704,2522,2520.64908117106,"Manufacturing"
"245","0001057379","Hackett Group, Inc.",8742,58,5636672.4137931,3490546.66903328,458331.231841147,4738343.19938446,6535001.62820175,8742,8741.99180740328,"Services"
"246","0001058811","Immersion Corporation",3577,39,3069512.82051282,16793152.7773607,2689056.55080555,-2201038.01906605,8340063.6600917,3577,3577.10030669827,"Manufacturing"
"247","0001066194","eGain Corporation",7372,56,24946.4285714283,1866274.73783415,249391.452091669,-463860.817528244,513753.6746711,7372,7372.71497563578,"Services"
"248","0001066656","CERES CLASSIC L.P.",6221,46,-643491.978260869,11506211.8046313,1696498.3764074,-3968628.79601938,2681644.83949764,6221,6222.83542401866,"Finance/Insurance/Real Estate"
"249","0001069899","Phibro Animal Health Corporation",2834,39,10315282.0512821,8577067.7143327,1373430.01815731,7623359.21569372,13007204.8868704,2834,2833.64885141977,"Manufacturing"
"250","0001070524","GREENE COUNTY BANCORP, INC.",6036,41,4061439.02439024,2241842.04448909,350116.905647905,3375209.88932035,4747668.15946014,6036,6036.00784657028,"Finance/Insurance/Real Estate"
"251","0001071840","SOLARWINDOW TECHNOLOGIES, INC.",2860,35,-1417856.91428571,733080.778130149,123913.267739277,-1660726.9190547,-1174986.90951673,2860,2859.54132209773,"Manufacturing"
"252","0001074828","KNOW LABS, INC.",6199,38,-2345369.78947368,2198452.13044853,356636.028889313,-3044376.40609674,-1646363.17285063,6199,6198.95080518168,"Finance/Insurance/Real Estate"
"253","0001074871","MODULAR MEDICAL, INC.",3841,45,-1390762.04444444,1869112.16935792,278630.791217094,-1936878.39522995,-844645.693658941,3841,3840.73224405799,"Manufacturing"
"254","0001075736","Crexendo, Inc.",4813,59,-972271.186440678,4582103.73996603,596539.095907337,-2141487.81441906,196945.441537702,4813,4813.04710297366,"Transportation/Public Utilities"
"255","0001078075","NETSCOUT SYSTEMS, INC.",7373,55,-2846072.72727272,67287965.4365267,9073107.40854753,-20629363.2480259,14937217.7934804,7373,7374.20528443955,"Services"
"256","0001078271","EXTREME NETWORKS, INC.",3576,46,-4865847.82608696,17487677.181334,2578417.33222125,-9919545.7972406,187850.145066685,3576,3576.57588573679,"Manufacturing"
"257","0001082733","VISIUM TECHNOLOGIES, INC.",7371,38,-410717.078947369,712238.026152941,115540.264785899,-637175.997927731,-184258.159967006,7371,7372.2905315615,"Services"
"258","0001083743","FLUX POWER HOLDINGS, INC.",3690,48,-1740381.16666667,1395002.00260043,201351.195430356,-2135029.50971016,-1345732.82362317,3690,3689.92976197835,"Manufacturing"
"259","0001092796","Smith & Wesson Brands, Inc.",3480,35,12126885.7142857,17947509.4696458,3033682.7980103,6180867.43018554,18072903.9983859,3480,3479.31064064895,"Manufacturing"
"260","0001096752","EDGEWELL PERSONAL CARE COMPANY",2844,61,33370491.8032787,88410526.0404783,11319807.9074489,11183668.3046789,55557315.3018785,2844,2844.38523980585,"Manufacturing"
"261","0001106838","SONNET BIOTHERAPEUTICS HOLDINGS, INC.",2834,46,-2646455.73913044,2657041.74772216,391759.432869382,-3414304.22755442,-1878607.25070645,2834,2834.24219136858,"Manufacturing"
"262","0001108134","BERKSHIRE HILLS BANCORP, INC.",6036,41,2688878.04878049,89522204.8799054,13981019.5086573,-24713920.1881879,30091676.2857489,6036,6036.68649565232,"Finance/Insurance/Real Estate"
"263","0001110803","Illumina, Inc.",3826,62,-16262000,587973159.467363,74672665.9250583,-162620425.213114,130096425.213114,3826,3827.02032561349,"Manufacturing"
"264","0001114925","LANTRONIX, INC.",3576,44,-1057522.72727273,1199523.81033662,180835.018453818,-1411959.36344221,-703086.091103244,3576,3576.46551410236,"Manufacturing"
"265","0001116132","Tapestry, Inc.",3100,58,163531431.034483,154352840.663465,20267520.9092848,123807090.052285,203255772.016681,3100,3100.73142078245,"Manufacturing"
"266","0001117297","QuinStreet, Inc.",7389,44,-1381250,15320272.6949514,2309618.0097764,-5908101.29916175,3145601.29916175,7389,7388.46902781782,"Services"
"267","0001124140","EXACT SCIENCES CORPORATION",8071,35,-105392771.428571,158258010.04114,26750486.1062275,-157823724.196777,-52961818.6603655,8071,8071.16837761414,"Services"
"268","0001126741","GSI TECHNOLOGY INC",3674,54,-1369574.07407407,2931933.1545435,398985.566032235,-2151585.78349725,-587562.364650894,3674,3672.09097208861,"Manufacturing"
"269","0001126956","Spire Inc.",4924,59,38513440.6779661,57129611.323506,7437641.88296499,23935662.5873547,53091218.7685775,4924,4924.29778211007,"Transportation/Public Utilities"
"270","0001127475","DIGITAL BRAND MEDIA & MARKETING GROUP, INC.",7389,39,-183220.846153846,213636.473389474,34209.2140692861,-250270.905729647,-116170.786578045,7389,7388.34982157324,"Services"
"271","0001128361","HOPE BANCORP, INC.",6021,44,34831840.9090909,12782161.454121,1926983.34332105,31054953.5561817,38608728.2620002,6021,6019.17713226197,"Finance/Insurance/Real Estate"
"272","0001130144","SIERRA BANCORP",6022,58,6143706.89655172,3120991.78460962,409806.298221588,5340486.55203741,6946927.24106603,6022,6021.84407487082,"Finance/Insurance/Real Estate"
"273","0001136893","Fidelity National Information Services, Inc.",7389,53,-327843396.226415,2562194902.92611,351944536.812387,-1017654688.37869,361967895.925864,7389,7388.96730616857,"Services"
"274","0001141103","Cross Country Healthcare, Inc",7363,46,5878608.69565217,23491961.8739671,3463700.81261397,-910244.897071212,12667462.2883755,7363,7362.00310730344,"Services"
"275","0001157075","PHARMACYTE BIOTECH, INC.",2836,49,-1100009.73469388,4370705.01816536,624386.431166481,-2323807.13978018,123787.670392424,2836,2836.19935282811,"Manufacturing"
"276","0001157408","Stride, Inc.",8200,54,12885185.1851852,22513173.667185,3063654.88751478,6880421.60565621,18889948.7647142,8200,8201.26821624019,"Services"
"277","0001157647","Western New England Bancorp, Inc.",6035,58,2853775.86206897,1900476.83806952,249544.834339433,2364667.98676368,3342883.73737425,6035,6035.06107698434,"Finance/Insurance/Real Estate"
"278","0001163370","NORTHRIM BANCORP, INC.",6035,44,5599909.09090909,2550101.40079449,384442.251081593,4846402.27878917,6353415.90302901,6035,6033.59146717881,"Finance/Insurance/Real Estate"
"279","0001165002","WESTWOOD HOLDINGS GROUP, INC.",6282,58,3391137.93103448,3202193.03936271,420468.545326951,2567019.58219366,4215256.27987531,6282,6281.8051466443,"Finance/Insurance/Real Estate"
"280","0001165320","GB SCIENCES INC",1311,44,-1249927.04545455,2214375.10630269,333829.607850427,-1904233.07684138,-595621.01406771,1311,1310.68864694833,"Mining"
"281","0001169561","Commvault Systems, Inc",7372,34,3331088.23529412,13798834.936256,2366480.66818293,-1307213.87434442,7969390.34493265,7372,7373.85040301717,"Services"
"282","0001169770","BANC OF CALIFORNIA, INC.",6021,58,-21341982.7586207,172397247.216238,22636867.5667999,-65710243.1895485,23026277.6723071,6021,6019.58655411458,"Finance/Insurance/Real Estate"
"283","0001170010","CARMAX, INC.",5500,57,156530614.035088,72195446.4041274,9562520.47950219,137788073.895263,175273154.174912,5500,5499.51890461187,"Retail Trade"
"284","0001171155","RADIANT LOGISTICS, INC.",4731,48,2222514.85416667,2860051.71823977,412812.907355496,1413401.5557499,3031628.15258344,4731,4732.15935937637,"Transportation/Public Utilities"
"285","0001171838","SUNDANCE STRATEGIES, INC.",6411,48,-667531.6875,3575462.40201905,516073.545070771,-1679035.83583871,343972.46083871,6411,6411.2542676227,"Finance/Insurance/Real Estate"
"286","0001175535","Whitestone REIT",6798,54,3415666.66666667,4342104.31551252,590885.554607916,2257530.97963515,4573802.35369818,6798,6797.60527619566,"Finance/Insurance/Real Estate"
"287","0001177609","Five Below, Inc.",5331,56,33774232.1428571,48885233.0560583,6532564.04887021,20970406.6070715,46578057.6786427,5331,5330.74409506697,"Retail Trade"
"288","0001190370","INNOVATIVE DESIGNS, INC.",2390,53,-97129.5471698113,108255.388055739,14870.0211538205,-126274.7886313,-67984.3057083231,2390,2388.44368537092,"Manufacturing"
"289","0001209709","CERES TACTICAL SYSTEMATIC L.P.",6221,50,-3452545.9,11974992.521685,1693519.68334834,-6771844.47936274,-133247.320637257,6221,6220.50564562227,"Finance/Insurance/Real Estate"
"290","0001224608","CNO Financial Group, Inc.",6321,62,69717741.9354839,111160990.21526,14117459.874805,42047520.580866,97387963.2901017,6321,6322.34270130439,"Finance/Insurance/Real Estate"
"291","0001227265","CERES ORION L.P.",6221,50,-1189851.98,31931155.5731192,4515747.32737505,-10040716.7416551,7661012.78165509,6221,6220.41050506964,"Finance/Insurance/Real Estate"
"292","0001227654","Compass Minerals International, Inc.",1400,59,15586440.6779661,45487154.1458159,5921923.06186063,3979471.47671925,27193409.8792129,1400,1399.26057489367,"Mining"
"293","0001230245","PIPER SANDLER COMPANIES",6211,62,14934548.3870968,30118216.6245806,3825017.33634098,7437514.40786846,22431582.3663251,6211,6209.82975254126,"Finance/Insurance/Real Estate"
"294","0001260221","TransDigm Group Incorporated",3728,50,157389960,123444385.285391,17457672.386941,123172922.121596,191606997.878404,3728,3727.22066983876,"Manufacturing"
"295","0001262104","MEI Pharma, Inc.",2834,46,-5646934.7826087,12121030.3419803,1787148.42423444,-9149745.6941082,-2144123.87110919,2834,2833.52113440902,"Manufacturing"
"296","0001262976","Cimpress plc",2750,58,7157810.34482758,44439845.1283707,5835237.54064488,-4279255.23483638,18594875.9244915,2750,2749.80872714573,"Manufacturing"
"297","0001265131","Hilltop Holdings Inc.",6022,55,40259854.5454545,35005624.9408144,4720157.50410739,31008345.8374041,49511363.253505,6022,6021.95717591642,"Finance/Insurance/Real Estate"
"298","0001282648","Battalion Oil Corp",1311,52,-85623461.5384615,261173940.196609,36218308.9689938,-156611347.117689,-14635575.9592336,1311,1311.67199616105,"Mining"
"299","0001289308","EnerSys",3690,59,39780864.4067797,20495134.072176,2668239.18526257,34551115.603665,45010613.2098943,3690,3689.26211257902,"Manufacturing"
"300","0001295947","PRESTIGE CONSUMER HEALTHCARE INC.",2834,54,30681814.8148148,49420279.0757734,6725248.14897717,17500328.4428196,43863301.1868101,2834,2834.97892796345,"Manufacturing"
"301","0001297341","KENTUCKY FIRST FEDERAL BANCORP",6035,39,322435.897435897,255731.643357456,40949.8359203704,242174.219031971,402697.575839823,6035,6034.8278505904,"Finance/Insurance/Real Estate"
"302","0001300514","LAS VEGAS SANDS CORP.",7011,64,341933703.125,486708398.739053,60838549.8423816,222690145.433932,461177260.816068,7011,7011.97544321224,"Services"
"303","0001302215","Houlihan Lokey, Inc.",6282,37,53691378.3783784,34184782.3505263,5619943.59968057,42676288.9230044,64706467.8337523,6282,6280.67106339945,"Finance/Insurance/Real Estate"
"304","0001304492","Anterix Inc.",4813,44,-7141636.11363637,5404918.32280388,814822.095420794,-8738687.42066112,-5544584.80661161,4813,4811.3233873551,"Transportation/Public Utilities"
"305","0001308547","DOLBY LABORATORIES, INC.",6794,58,56651068.9655172,28040637.2483474,3681916.05219396,49434513.5032171,63867624.4278174,6794,6796.18713563859,"Finance/Insurance/Real Estate"
"306","0001314052","ANAVEX LIFE SCIENCES CORP.",2836,44,-5320215.18181818,4197476.85536485,632793.44524755,-6560490.33450338,-4079940.02913298,2836,2835.88114214943,"Manufacturing"
"307","0001319161","Warner Music Group Corp.",7900,50,20420000,120271816.299241,17009003.3781632,-12917646.6211999,53757646.6211999,7900,7898.81414215475,"Services"
"308","0001320414","SELECT MEDICAL HOLDINGS CORP",8060,56,43456535.7142857,29016849.533873,3877539.62140443,35856558.056333,51056513.3722384,8060,8060.63766309895,"Services"
"309","0001324948","RBC BEARINGS INCORPORATED",3562,48,21937625,15337647.806602,2213798.77246933,17598579.4059601,26276670.5940399,3562,3562.72640657403,"Manufacturing"
"310","0001327068","United States Oil Fund, LP",6221,48,-2470931.6875,449233057.624134,64841206.6870431,-129559696.794104,124617833.419104,6221,6222.09908065879,"Finance/Insurance/Real Estate"
"311","0001327567","PALO ALTO NETWORKS, INC",3577,44,28770500,284686243.371459,42918066.0108605,-55348909.3812866,112889909.381287,3577,3577.21530114038,"Manufacturing"
"312","0001334978","CLEAR CHANNEL OUTDOOR HOLDINGS, INC.",7310,57,-54323052.631579,108895054.949121,14423502.3804487,-82593117.2972585,-26052987.9658995,7310,7309.04892485712,"Services"
"313","0001336917","UNDER ARMOUR, INC.",2300,62,22576209.6774194,110476988.2917,14030591.5436445,-4923749.74812387,50076169.1029626,2300,2299.30112841921,"Manufacturing"
"314","0001341439","Oracle Corporation",7372,41,2117878048.78049,1253438634.22032,195754226.802704,1734199764.24719,2501556333.31379,7372,7373.61679811913,"Services"
"315","0001342423","LIMONEIRA COMPANY",100,34,2352529.41176471,5344824.89570757,916629.907448305,555934.793166029,4149124.03036338,100,99.9396198814153,"Agriculture/Forestry/Fishing"
