"cik","entityName","sic","n","mean_y","sd_y","se_y","y_lo","y_hi","sic_num","x","sic_division"
862668,"Escalon Medical Corp.",3845,67,2624811.91832832,16396804.3091496,2003188.47166787,-1301437.48614071,6551061.32279735,3845,3843.95940441943,"Manufacturing"
863894,"VERU INC.",2834,67,30690648.9681574,115512280.688603,14112071.1480562,3030989.51796731,58350308.4183475,2834,2833.70816923439,"Manufacturing"
866273,"MATRIX SERVICE CO",1700,67,33213176.9798964,114218592.869632,13954022.026042,5863293.80885407,60563060.1509387,1700,1701.0447074529,"Construction"
866706,"ESCO TECHNOLOGIES INC.",3669,67,13355538.5705515,22075307.2527929,2696928.02106842,8069559.64925741,18641517.4918456,3669,3668.92852709702,"Manufacturing"
866787,"AUTOZONE INC",5531,67,517708098.784919,429782585.824044,52506299.7041395,414795751.364806,620620446.205032,5531,5531.06660568168,"Retail Trade"
867840,"PRECISION OPTICS CORPORATION, INC.",3845,67,2559299.66538526,16395570.7716379,2003037.77107548,-1366654.36592267,6485253.69669319,3845,3845.08193164213,"Manufacturing"
868671,"GLACIER BANCORP, INC.",6022,67,19315930.7356668,96553815.0866635,11795925.9396191,-3804084.10598665,42435945.5773203,6022,6021.78551575334,"Finance/Insurance/Real Estate"
868857,"AECOM",8711,67,19642718.6293789,132285077.610041,16161194.4282494,-12033222.44999,51318659.7087478,8711,8710.73252018864,"Services"
874015,"IONIS PHARMACEUTICALS, INC.",2834,67,-13839271.3479993,69626736.3645347,8506259.69399815,-30511540.3482357,2832997.65223705,2834,2833.20984399626,"Manufacturing"
874866,"CORVEL CORPORATION",6411,67,11649800.9877775,17127695.6151321,2092481.05640462,7548538.11722443,15751063.8583305,6411,6409.45194325326,"Finance/Insurance/Real Estate"
875582,"NORTHERN TECHNOLOGIES INTERNATIONAL CORPORATION",3470,67,3215202.29047297,16298261.0202369,1991149.49281637,-687450.715447111,7117855.29639306,3470,3470.38471141058,"Manufacturing"
879407,"Arrowhead Pharmaceuticals, Inc.",2834,67,-8398558.7140497,34858889.6532455,4258691.17981476,-16745593.4264866,-51524.0016127741,2834,2833.42364664905,"Manufacturing"
879526,"WABASH NATIONAL CORPORATION",3715,67,11738767.1736002,54375871.774833,6643070.04112104,-1281650.106997,24759184.4541975,3715,3715.74311611144,"Manufacturing"
880117,"SANFILIPPO JOHN B & SON INC",2060,67,11666562.759162,17271572.4609428,2110058.41071305,7530848.2741644,15802277.2441595,2060,2059.72674935147,"Manufacturing"
880641,"EAGLE FINANCIAL SERVICES, INC.",6022,67,5567456.77911697,17647689.2041216,2156008.38424031,1341680.34600597,9793233.21222797,6022,6022.57377351153,"Finance/Insurance/Real Estate"
882835,"ROPER TECHNOLOGIES, INC.",3823,67,260068881.934726,330737221.520607,40405982.5811208,180873156.07573,339264607.793723,3823,3821.94729182531,"Manufacturing"
885275,"WILSON BANK HOLDING CO",6021,67,9438258.10278926,17316094.4488682,2115497.63723953,5291882.73379978,13584633.4717787,6021,6022.42904638115,"Finance/Insurance/Real Estate"
886128,"FUELCELL ENERGY, INC.",3620,67,-8258148.35789495,23712616.7910135,2896957.21759212,-13936184.5043755,-2580112.2114144,3620,3620.16550568951,"Manufacturing"
887343,"COLUMBIA BANKING SYSTEM, INC.",6022,67,21671752.4848152,101351693.937313,12382080.1328918,-2597124.57565281,45940629.5452831,6022,6021.72298658442,"Finance/Insurance/Real Estate"
889971,"LIGHTPATH TECHNOLOGIES, INC.",3674,67,2540768.24624517,16409117.9441061,2004692.82160852,-1388429.68410752,6469966.17659786,3674,3672.58873913241,"Manufacturing"
890066,"GLEN BURNIE BANCORP",6022,67,3090378.72263449,16302038.8534051,1991611.0285954,-813178.893412494,6993936.33868148,6022,6021.58517442384,"Finance/Insurance/Real Estate"
891024,"PATTERSON COMPANIES, INC.",5047,67,39236882.3790609,89098802.563967,10885151.202052,17901986.023039,60571778.7350828,5047,5045.17433642801,"Wholesale Trade"
891166,"UNIVERSAL INSURANCE HOLDINGS, INC.",6331,67,5825235.89493979,92369630.6781196,11284746.455343,-16292867.1575325,27943338.9474121,6331,6332.87227582904,"Finance/Insurance/Real Estate"
896156,"Ethan Allen Interiors Inc.",2511,67,12561498.6560304,18008886.0434732,2200135.60140714,8249232.87727239,16873764.4347884,2511,2510.09500052234,"Manufacturing"
896429,"Cantaloupe, Inc.",3578,67,32657961.5703023,114761428.991498,14020340.0134268,5178095.14398567,60137827.9966189,3578,3577.38006088194,"Manufacturing"
896878,"INTUIT INC.",7372,67,240926489.029665,514192742.158348,62818641.6015303,117801951.490665,364051026.568664,7372,7372.10950076424,"Services"
900075,"COPART, INC.",5500,67,122367480.643791,104263156.075768,12737771.8446113,97401447.8283534,147333513.45923,5500,5500.84730692465,"Retail Trade"
909832,"COSTCO WHOLESALE CORP /NEW",5331,67,788944020.010438,484541202.715398,59196129.503476,672919606.183625,904968433.837251,5331,5331.16077071838,"Retail Trade"
910521,"DECKERS OUTDOOR CORP",3021,67,61958516.594421,98211943.2089793,11998498.530994,38441459.4736728,85475573.7151693,3021,3020.7371666959,"Manufacturing"
911216,"PALATIN TECHNOLOGIES, INC.",2834,67,462814.577461081,21109375.949992,2578920.73051887,-4591870.0543559,5517499.20927806,2834,2833.82997417218,"Manufacturing"
912603,"RADIUS RECYCLING, INC.",5090,67,25720118.7127056,127353686.299816,15558729.0919758,-4774990.30756683,56215227.7329781,5090,5091.14230316803,"Wholesale Trade"
912728,"FORWARD AIR CORPORATION",4731,67,-2935140.36228558,121941092.837434,14897475.55615,-32134192.4523396,26263911.7277684,4731,4730.46078442763,"Transportation/Public Utilities"
912767,"UFP INDUSTRIES, INC.",2421,67,32839117.9864224,109810266.318975,13415459.2208071,6544817.91364045,59133418.0592044,2421,2422.05028647697,"Manufacturing"
913778,"BF GARDEN TAX CREDIT FUND IV L.P.",6513,67,33776541.3209196,114359652.768657,13971255.2355268,6392881.05928702,61160201.5825522,6513,6514.07564468744,"Finance/Insurance/Real Estate"
915358,"SIGMATRON INTERNATIONAL, INC.",3672,67,2560324.73254771,16751662.5361517,2046541.30408598,-1450896.22346081,6571545.68855624,3672,3672.55025548129,"Manufacturing"
915779,"Daktronics, Inc.",3990,67,28683294.1934217,92380411.2517119,11286063.5120286,6562609.70984565,50803978.6769978,3990,3990.21924177973,"Manufacturing"
915840,"BEAZER HOMES USA, INC.",1531,67,8739574.64924052,44896722.1541818,5485007.59899581,-2011040.24479127,19490189.5432723,1531,1530.66338703439,"Construction"
918646,"EAGLE MATERIALS INC",3241,67,24567759.3632941,106167706.876271,12970449.7576571,-854322.161713935,49989840.8883021,3241,3241.80148967457,"Manufacturing"
918965,"ScanSource, Inc.",5045,67,783129.278606556,90867614.4521036,11101245.9675965,-20975312.8178825,22541571.3750956,5045,5044.66352070633,"Wholesale Trade"
920427,"Unity Bancorp, Inc.",6022,67,8046135.59287077,17436068.7927089,2130154.83616357,3871032.11399018,12221239.0717514,6022,6022.4590711581,"Finance/Insurance/Real Estate"
926282,"ADTRAN Holdings, Inc.",3661,67,-13396839.5513419,98884170.5943852,12080624.1771501,-37074862.9385561,10281183.8358724,3661,3662.45222201576,"Manufacturing"
927653,"McKESSON CORPORATION",5122,67,286805441.697347,978996997.667431,119603519.231521,52382544.0035662,521228339.391129,5122,5123.36449849613,"Wholesale Trade"
928465,"AMCON DISTRIBUTING CO",5141,67,5657502.35629784,17687924.6279282,2160923.9236102,1422091.46602185,9892913.24657383,5141,5140.41011331959,"Wholesale Trade"
933034,"STRATTEC SECURITY CORP",3714,67,5761393.90161976,18066391.0823719,2207160.96005708,1435358.41990789,10087429.3833316,3714,3712.97669117279,"Manufacturing"
933974,"Azenta, Inc.",3559,67,-1327390.99759298,92847301.7930847,11343103.2700433,-23559873.4068779,20905091.411692,3559,3558.56179711945,"Manufacturing"
935419,"RCI HOSPITALITY HOLDINGS, INC.",5812,67,6736593.1627701,18010256.6344486,2200303.04574504,2423999.19310981,11049187.1324304,5812,5812.60804403608,"Retail Trade"
935703,"DOLLAR TREE, INC.",5331,67,87658556.0797535,622419039.097915,76040588.1633776,-61380996.7204666,236698108.879974,5331,5331.18496994264,"Retail Trade"
936395,"Ciena Corp",3661,67,16625725.1810561,84306110.9868264,10299630.7351016,-3561551.05974296,36813001.4218552,3661,3662.01438645663,"Manufacturing"
936528,"WAFD, INC.",6021,67,16635503.083153,95087679.6989808,11616808.9939548,-6133442.5449984,39404448.7113044,6021,6023.00658741346,"Finance/Insurance/Real Estate"
939930,"Pyxus International, Inc.",5150,67,-5407266.5802682,38700524.8682964,4728021.61945714,-14674188.9544042,3859655.7938678,5150,5148.78377376994,"Wholesale Trade"
946581,"TAKE-TWO INTERACTIVE SOFTWARE, INC.",7372,67,26505973.1624269,183684347.071095,22440614.6186264,-17477631.4900808,70489577.8149346,7372,7371.27572050445,"Services"
946647,"PREMIER FINANCIAL CORP.",6022,67,12458145.0453063,15984717.8525449,1952844.09823773,8630570.61276037,16285719.4778523,6022,6023.33624302263,"Finance/Insurance/Real Estate"
946673,"BANNER CORPORATION",6022,67,5639359.97094505,93213981.3657464,11387900.3096922,-16680924.6360517,27959644.5779418,6022,6021.48194658065,"Finance/Insurance/Real Estate"
949961,"Income Opportunity Realty Investors, Inc.",6798,67,3408618.83900284,16273893.0631849,1988172.47304323,-488199.208161894,7305436.88616757,6798,6796.85631967359,"Finance/Insurance/Real Estate"
1000230,"OPTICAL CABLE CORPORATION",3357,67,2484802.33622618,16430508.8853791,2007306.14101811,-1449517.70016931,6419122.37262167,3357,3357.87001765364,"Manufacturing"
1002047,"NetApp, Inc.",3572,67,148116944.911064,131182721.1329,16026520.1499546,116704965.417153,179528924.404975,3572,3571.92619163098,"Manufacturing"
1002590,"STAR GROUP, L.P.",5990,67,13016493.0615201,37866513.3726693,4626130.8984496,3949276.50055888,22083709.6224813,5990,5991.11424507173,"Retail Trade"
1003078,"MSC INDUSTRIAL DIRECT CO., INC.",5084,67,38083314.2268077,99448230.4542944,12149535.0568189,14270225.5154426,61896402.9381728,5084,5085.18261239536,"Wholesale Trade"
1005210,"SUBURBAN PROPANE PARTNERS LP",5900,67,25616104.9862416,58614477.5568574,7160898.15435639,11580744.603703,39651465.3687801,5900,5898.12311726904,"Retail Trade"
1005286,"LIFECORE BIOMEDICAL, INC.",2834,67,13536360.3698885,50813892.8432217,6207905.05423723,1368866.46358353,25703854.2761935,2834,2833.03036865027,"Manufacturing"
1005731,"IDT CORPORATION",4813,67,38707889.4806672,113559293.083047,13873475.7374507,11515877.0352638,65899901.9260706,4813,4813.55605399656,"Transportation/Public Utilities"
1006028,"PURE Bioscience, Inc.",2890,67,1616277.01947624,16622400.5946677,2030749.44451847,-2363991.89177996,5596545.93073245,2890,2888.53552428546,"Manufacturing"
1016178,"CARVER BANCORP, INC.",6035,67,2266131.31765941,16500490.1074744,2015855.70803686,-1684945.87009284,6217208.50541166,6035,6033.89593472094,"Finance/Insurance/Real Estate"
1017303,"TRANSACT TECHNOLOGIES INC",3577,67,2975669.63799931,16395094.0134664,2002979.52579457,-950170.232558055,6901509.50855667,3577,3578.18053749878,"Manufacturing"
1020859,"UNITED NATURAL FOODS, INC.",5141,67,1762932.74443277,113818929.568152,13905195.3825706,-25491250.2054056,29017115.6942711,5141,5139.86228604848,"Wholesale Trade"
1022408,"ePlus inc.",5045,67,190344.063337627,89439351.0706169,10926755.8238858,-21226097.3514785,21606785.4781538,5045,5046.06602486377,"Wholesale Trade"
1023731,"8x8, INC.",7374,67,-6101671.40499251,25415891.7993802,3105045.37895025,-12187560.347735,-15782.4622500259,7374,7375.00711646917,"Services"
1024478,"Rockwell Automation, Inc.",3829,67,174333054.286356,120693084.860585,14745007.115066,145432840.340827,203233268.231885,3829,3828.38688916581,"Manufacturing"
1032220,"Maximus, Inc.",7389,67,22898256.7082428,96628419.8796079,11805040.3657195,-239622.40856735,46036135.8250529,7389,7389.13638346552,"Services"
1034054,"SBA COMMUNICATIONS CORPORATION",6798,67,25638989.6439405,77886980.321004,9515409.10840754,6988787.79146177,44289191.4964193,6798,6798.48643396089,"Finance/Insurance/Real Estate"
1037038,"Ralph Lauren Corporation",2320,67,130032883.793965,85296224.853871,10420592.3960879,109608522.697632,150457244.890297,2320,2318.56984819162,"Manufacturing"
1039280,"NETSOL TECHNOLOGIES, INC.",7372,67,2896334.85952998,16375496.134873,2000585.26385626,-1024812.2576283,6817481.97668825,7372,7372.79840757793,"Services"
1040130,"PETMED EXPRESS, INC.",5912,67,7395774.04614078,17488809.9581353,2136598.19503841,3208041.5838655,11583506.5084161,5912,5911.85658908041,"Retail Trade"
1040470,"AEHR TEST SYSTEMS",3825,67,2588917.00725248,16483225.0990888,2013746.45155558,-1358026.03779645,6535860.05230141,3825,3824.55230110083,"Manufacturing"
1046050,"TIMBERLAND BANCORP, INC.",6036,67,7067498.27643549,17478770.0596553,2135371.62621971,2882169.88904486,11252826.6638261,6036,6036.51782441584,"Finance/Insurance/Real Estate"
1046257,"INGREDION INCORPORATED",2040,67,103599068.471737,61143727.2005734,7469895.17796756,88958073.9229203,118240063.020553,2040,2040.21298743125,"Manufacturing"
1048911,"FedEx Corporation",4513,67,598468963.144958,529734364.644634,64717352.9850753,471622951.294211,725314974.995706,4513,4512.00160184876,"Transportation/Public Utilities"
1049521,"MERCURY SYSTEMS, INC.",3670,67,32795299.6468952,115172457.864782,14070555.1824904,5217011.48921408,60373587.8045763,3670,3669.72066327762,"Manufacturing"
1050743,"PEAPACK-GLADSTONE FINANCIAL CORPORATION",6029,67,10595996.1478447,17414411.6878397,2127508.99969532,6426078.5084419,14765913.7872476,6029,6029.20939573252,"Finance/Insurance/Real Estate"
1050825,"STEELCASE INC",2522,67,2815762.16454258,92547821.332475,11306515.9085751,-19345009.0162646,24976533.3453497,2522,2520.64908117106,"Manufacturing"
1057379,"Hackett Group, Inc.",8742,67,8537068.71941548,17386605.9493464,2124111.98807368,4373809.22279107,12700328.2160399,8742,8741.99180740328,"Services"
1058811,"Immersion Corporation",3577,67,34934995.1033776,114720203.563924,14015303.5258468,7465000.19271788,62404990.0140372,3577,3577.10030669827,"Manufacturing"
1066194,"eGain Corporation",7372,67,2786572.13302418,16440401.9891497,2008514.77600871,-1150116.8279529,6723261.09400125,7372,7372.71497563578,"Services"
1066656,"CERES CLASSIC L.P.",6221,67,32564159.5481295,115089739.544694,14060449.5312872,5005678.46680667,60122640.6294524,6221,6222.83542401866,"Finance/Insurance/Real Estate"
1069899,"Phibro Animal Health Corporation",2834,67,10825688.5590279,18176586.7297671,2220623.50106984,6473266.496931,15178110.6211248,2834,2833.64885141977,"Manufacturing"
1070524,"GREENE COUNTY BANCORP, INC.",6036,67,7153074.00989955,17453420.684552,2132274.70714856,2973815.58388838,11332332.4359107,6036,6036.00784657028,"Finance/Insurance/Real Estate"
1071840,"SOLARWINDOW TECHNOLOGIES, INC.",2860,67,1980328.02092771,16511826.455911,2017240.66342638,-1973463.679388,5934119.72124342,2860,2859.54132209773,"Manufacturing"
1074828,"KNOW LABS, INC.",6199,67,1371598.62803855,16710751.9466028,2041543.28009251,-2629826.20094277,5373023.45701987,6199,6198.95080518168,"Finance/Insurance/Real Estate"
1074871,"MODULAR MEDICAL, INC.",3841,67,1794983.80766322,16602897.2671995,2028366.73383858,-2180614.9906604,5770582.60598685,3841,3840.73224405799,"Manufacturing"
1075736,"Crexendo, Inc.",4813,67,1911369.50142533,17054391.4668405,2083525.52933882,-2172340.53607876,5995079.53892941,4813,4813.04710297366,"Transportation/Public Utilities"
1078075,"NETSCOUT SYSTEMS, INC.",7373,67,30602143.9761371,129912643.078674,15871355.4197806,-505712.646632839,61710000.598907,7373,7374.20528443955,"Services"
1078271,"EXTREME NETWORKS, INC.",3576,67,29679979.2945848,116456762.965061,14227458.0229754,1794161.56955301,57565797.0196166,3576,3576.57588573679,"Manufacturing"
1082733,"VISIUM TECHNOLOGIES, INC.",7371,67,2492278.53104293,16412030.6957845,2005048.67086262,-1437616.86384781,6422173.92593367,7371,7372.2905315615,"Services"
1083743,"FLUX POWER HOLDINGS, INC.",3690,67,1488885.61936698,16631699.1168617,2031885.43980825,-2493609.84265719,5471381.08139115,3690,3689.92976197835,"Manufacturing"
1092796,"Smith & Wesson Brands, Inc.",3480,67,1832847.62103992,90798152.4694697,11092759.8357742,-19908961.6570775,23574656.8991574,3480,3479.31064064895,"Manufacturing"
1096752,"EDGEWELL PERSONAL CARE COMPANY",2844,67,38884920.1904299,90226113.3186544,11022874.130569,17280086.8945146,60489753.4863452,2844,2844.38523980585,"Manufacturing"
1106838,"SONNET BIOTHERAPEUTICS HOLDINGS, INC.",2834,67,910825.416984956,16856078.1022177,2059297.69577442,-3125398.0667329,4947048.90070282,2834,2834.24219136858,"Manufacturing"
1108134,"BERKSHIRE HILLS BANCORP, INC.",6036,67,6038306.36158639,71864645.0671088,8779663.75671177,-11169834.6015687,23246447.3247415,6036,6036.68649565232,"Finance/Insurance/Real Estate"
1110803,"Illumina, Inc.",3826,67,-23233883.9557266,571982396.074569,69878771.5100182,-160196276.115362,113728508.203909,3826,3827.02032561349,"Manufacturing"
1114925,"LANTRONIX, INC.",3576,67,2032605.74001212,16515656.1761461,2017708.53821956,-1922102.9948982,5987314.47492245,3576,3576.46551410236,"Manufacturing"
1116132,"Tapestry, Inc.",3100,67,156763522.121129,148002020.234709,18081324.575685,121324125.952786,192202918.289471,3100,3100.73142078245,"Manufacturing"
1117297,"QuinStreet, Inc.",7389,67,32118689.898811,115491836.370582,14109573.4770833,4463925.88372773,59773453.9138942,7389,7388.46902781782,"Services"
1124140,"EXACT SCIENCES CORPORATION",8071,67,-52743653.422028,127816059.55298,15615216.9754,-83349478.6938121,-22137828.150244,8071,8071.16837761414,"Services"
1126741,"GSI TECHNOLOGY INC",3674,67,1637726.88145466,16762754.393584,2047896.39014537,-2376150.04323026,5651603.80613959,3674,3672.09097208861,"Manufacturing"
1126956,"Spire Inc.",4924,67,44068769.7709552,57800842.1313889,7061496.7665183,30228236.1085794,57909303.4333311,4924,4924.29778211007,"Transportation/Public Utilities"
1127475,"DIGITAL BRAND MEDIA & MARKETING GROUP, INC.",7389,67,2610598.15878016,16383120.8372953,2001516.76951457,-1312374.70946839,6533571.02702872,7389,7388.34982157324,"Services"
1128361,"HOPE BANCORP, INC.",6021,67,9880377.73860961,93255547.7070108,11392978.4465084,-12449860.0165469,32210615.4937661,6021,6019.17713226197,"Finance/Insurance/Real Estate"
1130144,"SIERRA BANCORP",6022,67,8975994.0925498,17251944.1274782,2107660.42812004,4844979.65343453,13107008.5316651,6022,6021.84407487082,"Finance/Insurance/Real Estate"
1136893,"Fidelity National Information Services, Inc.",7389,67,-268239552.106498,2278903917.44382,278412425.335519,-813927905.764114,277448801.551119,7389,7388.96730616857,"Services"
1141103,"Cross Country Healthcare, Inc",7363,67,37148521.7703009,115025609.348442,14052614.7808445,9605396.7998456,64691646.7407562,7363,7362.00310730344,"Services"
1157075,"PHARMACYTE BIOTECH, INC.",2836,67,1922167.42866013,16920975.7147913,2067226.20104259,-2129595.92538334,5973930.7827036,2836,2836.19935282811,"Manufacturing"
1157408,"Stride, Inc.",8200,67,16759550.351171,26087347.5736644,3187076.75780439,10512879.9058744,23006220.7964676,8200,8201.26821624019,"Services"
1157647,"Western New England Bancorp, Inc.",6035,67,6127994.0925498,17606571.8830643,2150985.10397331,1912063.28876212,10343924.8963375,6035,6035.06107698434,"Finance/Insurance/Real Estate"
1163370,"NORTHRIM BANCORP, INC.",6035,67,7868708.98856351,17373519.4541132,2122513.21822247,3708583.08084747,12028834.8962796,6035,6033.59146717881,"Finance/Insurance/Real Estate"
1165002,"WESTWOOD HOLDINGS GROUP, INC.",6282,67,6593173.19702742,17682465.3152869,2160256.96241824,2359069.55068767,10827276.8433672,6282,6281.8051466443,"Finance/Insurance/Real Estate"
1165320,"GB SCIENCES INC",1311,67,1893787.64601554,16609560.3359016,2029180.75723962,-2083406.63817411,5870981.9302052,1311,1310.68864694833,"Mining"
1169561,"Commvault Systems, Inc",7372,67,35089347.661159,114353967.720371,13970560.6963366,7707048.69633928,62471646.6259786,7372,7373.85040301717,"Services"
1169770,"BANC OF CALIFORNIA, INC.",6021,67,-25291424.4460115,182292445.558434,22270566.7842259,-68941735.3430943,18358886.4510712,6021,6019.58655411458,"Finance/Insurance/Real Estate"
1170010,"CARMAX, INC.",5500,67,147060383.558334,75780329.8296162,9258040.78842176,128914623.613028,165206143.503641,5500,5499.51890461187,"Retail Trade"
1171155,"RADIANT LOGISTICS, INC.",4731,67,5989131.60689552,17760685.4140145,2169813.06841728,1736297.99279765,10241965.2209934,4731,4732.15935937637,"Transportation/Public Utilities"
1171838,"SUNDANCE STRATEGIES, INC.",6411,67,2241843.72085629,16721436.2206322,2042848.57191403,-1762139.48009522,6245826.92180779,6411,6411.2542676227,"Finance/Insurance/Real Estate"
1175535,"Whitestone REIT",6798,67,6617164.50316792,17861133.4266588,2182084.74630874,2340278.4004028,10894050.605933,6798,6797.60527619566,"Finance/Insurance/Real Estate"
1177609,"Five Below, Inc.",5331,67,12803180.7243002,103130558.534994,12599403.0323756,-11891649.219156,37498010.6677563,5331,5330.74409506697,"Retail Trade"
1190370,"INNOVATIVE DESIGNS, INC.",2390,67,2672206.22710432,16371867.1175111,2000141.90882159,-1248071.91418599,6592484.36839464,2390,2388.44368537092,"Manufacturing"
1209709,"CERES TACTICAL SYSTEMATIC L.P.",6221,67,30453086.2352491,115782129.92581,14145038.4794258,2728810.81557462,58177361.6549237,6221,6220.50564562227,"Finance/Insurance/Real Estate"
1224608,"CNO Financial Group, Inc.",6321,67,71737577.5645096,109664500.997604,13397651.1524887,45478181.3056317,97996973.8233875,6321,6322.34270130439,"Finance/Insurance/Real Estate"
1227265,"CERES ORION L.P.",6221,67,32141663.7874879,118070983.160052,14424666.4072663,3869317.62924605,60414009.9457298,6221,6220.41050506964,"Finance/Insurance/Real Estate"
1227654,"Compass Minerals International, Inc.",1400,67,5870577.93013711,99737135.8969908,12184830.4742247,-18011689.7993432,29752845.6596175,1400,1399.26057489367,"Mining"
1230245,"PIPER SANDLER COMPANIES",6211,67,-2181929.9331464,94235828.4117771,11512738.7955229,-24746897.9723713,20383038.1060785,6211,6209.82975254126,"Finance/Insurance/Real Estate"
1260221,"TransDigm Group Incorporated",3728,67,143522682.883574,114677854.175683,14010129.7246166,116062828.623326,170982537.143823,3728,3727.22066983876,"Manufacturing"
1262104,"MEI Pharma, Inc.",2834,67,-1645618.6247533,22321714.9695846,2727031.51491398,-6990600.39398469,3699363.14447809,2834,2833.52113440902,"Manufacturing"
1262976,"Cimpress plc",2750,67,-1635619.5613162,98471815.1287149,12030246.9390319,-25214903.5618187,21943664.4391863,2750,2749.80872714573,"Manufacturing"
1265131,"Hilltop Holdings Inc.",6022,67,17743741.8212449,99386808.3693096,12142031.1548251,-6054639.24221236,41542122.8847022,6022,6021.95717591642,"Finance/Insurance/Real Estate"
1282648,"Battalion Oil Corp",1311,67,-33449006.4645002,267546311.782349,32685984.2500283,-97513535.5945557,30615522.6655553,1311,1311.67199616105,"Mining"
1289308,"EnerSys",3690,67,21054585.9189085,96245143.8708547,11758215.748695,-1991516.94853361,44100688.7863507,3690,3689.26211257902,"Manufacturing"
1295947,"PRESTIGE CONSUMER HEALTHCARE INC.",2834,67,11678532.2835449,102708672.980453,12547861.5085954,-12915276.2733021,36272340.8403918,2834,2834.97892796345,"Manufacturing"
1297341,"KENTUCKY FIRST FEDERAL BANCORP",6035,67,2894534.62069599,16336413.6883323,1995810.58307829,-1017254.12213747,6806323.36352945,6035,6034.8278505904,"Finance/Insurance/Real Estate"
1300514,"LAS VEGAS SANDS CORP.",7011,67,311011298.51285,499117119.409055,60976861.1469238,191496650.66488,430525946.360821,7011,7011.97544321224,"Services"
1302215,"Houlihan Lokey, Inc.",6282,67,20510974.5482103,99271954.3309331,12127999.5007746,-3259904.47330791,44281853.5697285,6282,6280.67106339945,"Finance/Insurance/Real Estate"
1304492,"Anterix Inc.",4813,67,-2373360.47505165,20595535.8648912,2516145.17283411,-7305005.01380651,2558284.06370321,4813,4811.3233873551,"Transportation/Public Utilities"
1308547,"DOLBY LABORATORIES, INC.",6794,67,35159779.200569,100866933.16771,12322857.1790237,11006979.1296825,59312579.2714555,6794,6796.18713563859,"Finance/Insurance/Real Estate"
1314052,"ANAVEX LIFE SCIENCES CORP.",2836,67,-1214744.32469219,20049482.3266896,2449434.11548322,-6015635.19103931,3586146.54165493,2836,2835.88114214943,"Manufacturing"
1319161,"Warner Music Group Corp.",7900,67,25466894.5790948,106509036.805422,13012149.8454436,-36919.1179747581,50970708.2761643,7900,7898.81414215475,"Services"
1320414,"SELECT MEDICAL HOLDINGS CORP",8060,67,29503711.7509362,96895972.8310829,11837727.161137,6301766.5151076,52705656.9867648,8060,8060.63766309895,"Services"
1324948,"RBC BEARINGS INCORPORATED",3562,67,5621656.67721081,92307385.2308099,11277141.9636315,-16481541.5715068,27724854.9259285,3562,3562.72640657403,"Manufacturing"
1327068,"United States Oil Fund, LP",6221,67,31323554.9256034,396173284.596227,48400270.0479335,-63540974.3683463,126188084.219553,6221,6222.09908065879,"Finance/Insurance/Real Estate"
1327567,"PALO ALTO NETWORKS, INC",3577,67,20654759.9275513,230889814.782831,28207680.3795487,-34632293.6163641,75941813.4714668,3577,3577.21530114038,"Manufacturing"
1334978,"CLEAR CHANNEL OUTDOOR HOLDINGS, INC.",7310,67,-42811702.4157652,105419006.966273,12878981.5056631,-68054506.1668649,-17568898.6646656,7310,7309.04892485712,"Services"
1336917,"UNDER ARMOUR, INC.",2300,67,12705951.8651689,139773987.419557,17076110.3785125,-20763224.4767155,46175128.2070534,2300,2299.30112841921,"Manufacturing"
1341439,"Oracle Corporation",7372,67,1536837595.06995,1250277582.22447,152745717.511509,1237455988.74739,1836219201.39251,7372,7373.61679811913,"Services"
1342423,"LIMONEIRA COMPANY",100,67,34238583.2015992,113663761.195805,13886238.5487393,7021555.64607025,61455610.7571281,100,99.9396198814153,"Agriculture/Forestry/Fishing"
1346022,"Enertopia Corporation",1000,67,2573536.70971905,16406291.3280839,2004347.49549967,-1354984.38146031,6502057.80089841,1000,998.570301526624,"Mining"
1348911,"KALVISTA PHARMACEUTICALS, INC.",2834,67,-6070410.90054712,23449123.2305023,2864766.35571299,-11685352.9577446,-455468.843349662,2834,2834.88342436019,"Manufacturing"
1350156,"PREAXIA HEALTH CARE PAYMENT SYSTEMS INC.",5700,67,2679401.51867692,16370610.0662557,1999988.33556819,-1240575.61903674,6599378.65639058,5700,5699.36824693884,"Retail Trade"
1350593,"MUELLER WATER PRODUCTS, INC.",3490,67,18485961.1033353,35846374.0970973,4379331.60563063,9902471.15629926,27069451.0503713,3490,3490.31604691956,"Manufacturing"
1359841,"Hanesbrands Inc.",5600,67,27578780.3051184,156666081.816505,19139808.1650018,-9935243.69828515,65092804.308522,5600,5601.17110208841,"Retail Trade"
1361538,"Primoris Services Corporation",1623,67,3792988.96575151,92044653.7556823,11245044.2053002,-18247297.6766369,25833275.6081399,1623,1624.04195718965,"Construction"
1367859,"CITIZENS COMMUNITY BANCORP, INC.",6035,67,5525535.90245364,17708482.5498315,2163435.47350625,1285202.3743814,9765869.43052588,6035,6034.69016582799,"Finance/Insurance/Real Estate"
1371451,"HIGHWATER ETHANOL, LLC",2860,67,4054082.49874068,16482734.2817971,2013686.48867977,107256.980928333,8000908.01655303,2860,2861.2784396483,"Manufacturing"
1375348,"GOLDEN STAR RESOURCE CORP.",1090,67,2724956.98335878,16362706.9999196,1999022.82234521,-1193127.74843782,6643041.71515539,1090,1089.02572808336,"Mining"
